		mean	sd	MC_error	val2.5pc	median	val97.5pc	start	sample
	theta[475,1]	1.479	0.2002	0.01211	1.069	1.48	1.867	501	1550
	theta[476,1]	-0.6212	0.1641	0.01056	-0.9253	-0.6257	-0.2798	501	1550
	theta[477,1]	-2.471	0.3594	0.02233	-3.232	-2.429	-1.845	501	1550
	theta[478,1]	0.7738	0.1992	0.00954	0.3677	0.7746	1.152	501	1550
	theta[479,1]	-0.5904	0.1862	0.01085	-0.918	-0.596	-0.2184	501	1550
	theta[480,1]	-0.2516	0.1761	0.008272	-0.6226	-0.2474	0.09359	501	1550
	theta[481,1]	-1.004	0.1779	0.01022	-1.354	-1.002	-0.6602	501	1550
	theta[482,1]	0.002427	0.1798	0.01032	-0.379	0.003219	0.3521	501	1550
	theta[483,1]	0.6786	0.1658	0.01002	0.3594	0.6785	1.027	501	1550
	theta[484,1]	-0.4562	0.1721	0.0088	-0.7738	-0.4668	-0.09113	501	1550
	theta[485,1]	-0.5171	0.1702	0.01022	-0.8635	-0.5144	-0.1987	501	1550
	theta[486,1]	0.8873	0.1835	0.01109	0.5429	0.8871	1.261	501	1550
	theta[487,1]	-0.07058	0.2264	0.01375	-0.5006	-0.06407	0.3899	501	1550
	theta[488,1]	-0.2972	0.1762	0.009716	-0.6067	-0.2952	0.03858	501	1550
	theta[489,1]	-0.19	0.2494	0.01236	-0.6241	-0.2181	0.3396	501	1550
	theta[490,1]	0.8712	0.1912	0.01004	0.5129	0.8669	1.278	501	1550
	theta[491,1]	-0.8864	0.197	0.01349	-1.296	-0.877	-0.4956	501	1550
	theta[492,1]	0.8491	0.1678	0.0114	0.5489	0.847	1.204	501	1550
	theta[493,1]	0.7794	0.1735	0.01186	0.4592	0.778	1.114	501	1550
	theta[494,1]	-0.498	0.1545	0.01029	-0.7993	-0.5004	-0.1965	501	1550
	theta[495,1]	1.037	0.1814	0.0112	0.701	1.049	1.353	501	1550
	theta[496,1]	0.9762	0.163	0.01032	0.6673	0.9818	1.294	501	1550
	theta[497,1]	0.5107	0.173	0.01143	0.1835	0.5097	0.8678	501	1550
	theta[498,1]	1.941	0.2126	0.01374	1.519	1.94	2.375	501	1550
	theta[499,1]	-2.071	0.2721	0.01726	-2.66	-2.07	-1.539	501	1550
	theta[500,1]	-0.8765	0.1846	0.0105	-1.243	-0.8847	-0.5112	501	1550
	theta[501,1]	-0.9041	0.188	0.009246	-1.255	-0.9085	-0.5285	501	1550
	theta[502,1]	0.3061	0.2117	0.0109	-0.05754	0.3066	0.7443	501	1550
	theta[503,1]	1.555	0.2053	0.0128	1.134	1.556	1.941	501	1550
	theta[504,1]	1.608	0.1844	0.01101	1.253	1.603	1.956	501	1550
	theta[505,1]	0.4432	0.1646	0.01037	0.09238	0.4498	0.755	501	1550
	theta[506,1]	0.9278	0.1783	0.01092	0.6013	0.9294	1.283	501	1550
	theta[507,1]	-0.009843	0.1879	0.009917	-0.3813	-0.008011	0.3293	501	1550
	theta[508,1]	0.7955	0.1832	0.01114	0.4387	0.7984	1.158	501	1550
	theta[509,1]	0.2696	0.2294	0.01529	-0.1758	0.2685	0.7462	501	1550
	theta[510,1]	-0.8694	0.1837	0.01116	-1.255	-0.8551	-0.5209	501	1550
	theta[511,1]	-0.1793	0.1595	0.008216	-0.5092	-0.1829	0.1401	501	1550
	theta[512,1]	0.3186	0.178	0.01106	-0.02121	0.3277	0.6677	501	1550
	theta[513,1]	1.412	0.1887	0.01137	1.055	1.403	1.8	501	1550
	theta[514,1]	-1.055	0.1842	0.01098	-1.42	-1.055	-0.731	501	1550
	theta[515,1]	-1.899	0.2526	0.01391	-2.389	-1.897	-1.41	501	1550
	theta[516,1]	0.7967	0.1897	0.009472	0.4145	0.7901	1.164	501	1550
	theta[517,1]	-0.9941	0.1785	0.01138	-1.365	-0.9977	-0.6594	501	1550
	theta[518,1]	0.1434	0.1711	0.0103	-0.1716	0.1426	0.4967	501	1550
	theta[519,1]	0.8108	0.1705	0.01035	0.4865	0.8129	1.167	501	1550
	theta[520,1]	-0.6244	0.1636	0.01113	-0.9646	-0.6119	-0.3346	501	1550
	theta[521,1]	-0.3353	0.1801	0.009828	-0.6966	-0.3459	0.02097	501	1550
	theta[522,1]	1.337	0.1828	0.01209	0.9816	1.333	1.715	501	1550
	theta[523,1]	0.3529	0.1734	0.009862	-0.03088	0.3675	0.6489	501	1550
	theta[524,1]	0.6315	0.1944	0.01071	0.264	0.6207	1.039	501	1550
	theta[525,1]	-0.1232	0.162	0.008293	-0.4322	-0.1227	0.1992	501	1550
	theta[526,1]	-0.9815	0.1905	0.01197	-1.389	-0.9663	-0.578	501	1550
	theta[527,1]	-1.645	0.2476	0.01267	-2.127	-1.634	-1.179	501	1550
	theta[528,1]	-0.1994	0.1689	0.01112	-0.5679	-0.1948	0.1427	501	1550
	theta[529,1]	1.862	0.1949	0.01183	1.512	1.865	2.261	501	1550
	theta[530,1]	-0.06586	0.2149	0.01069	-0.4615	-0.07099	0.3399	501	1550
	theta[531,1]	0.3684	0.1812	0.01143	-0.0101	0.3694	0.6893	501	1550
	theta[532,1]	0.2917	0.1724	0.009541	-0.06603	0.2976	0.6382	501	1550
	theta[533,1]	-0.2436	0.1666	0.008288	-0.5507	-0.2601	0.1242	501	1550
	theta[534,1]	-1.324	0.2124	0.009914	-1.752	-1.328	-0.8828	501	1550
	theta[535,1]	2.644	0.2783	0.01755	2.148	2.649	3.201	501	1550
	theta[536,1]	-0.3583	0.1661	0.008344	-0.6779	-0.3562	-0.05315	501	1550
	theta[537,1]	-0.3008	0.1897	0.01149	-0.6786	-0.2722	0.06356	501	1550
	theta[538,1]	-1.888	0.2626	0.01597	-2.453	-1.873	-1.406	501	1550
	theta[539,1]	-0.1821	0.1679	0.01143	-0.5112	-0.1901	0.1548	501	1550
	theta[540,1]	-0.27	0.1885	0.01098	-0.6259	-0.2805	0.119	501	1550
	theta[541,1]	-0.3042	0.1599	0.01029	-0.6095	-0.3064	0.04649	501	1550
	theta[542,1]	-1.829	0.2907	0.01391	-2.42	-1.838	-1.263	501	1550
	theta[543,1]	1.338	0.2086	0.01177	0.9237	1.33	1.772	501	1550
	theta[544,1]	1.607	0.2061	0.01168	1.214	1.6	2.03	501	1550
	theta[545,1]	0.7616	0.1833	0.01348	0.4429	0.7652	1.151	501	1550
	theta[546,1]	-0.9744	0.1948	0.009823	-1.34	-0.9711	-0.5768	501	1550
	theta[547,1]	1.09	0.1963	0.01091	0.663	1.087	1.456	501	1550
	theta[548,1]	-0.0155	0.1662	0.009291	-0.3336	-0.01853	0.2982	501	1550
	theta[549,1]	-0.3781	0.1789	0.01105	-0.7402	-0.374	-0.04569	501	1550
	theta[550,1]	1.291	0.1879	0.01049	0.9436	1.279	1.65	501	1550
	theta[551,1]	-1.551	0.2206	0.01127	-1.985	-1.551	-1.136	501	1550
	theta[552,1]	-0.6406	0.1787	0.01091	-0.9894	-0.6417	-0.2982	501	1550
	theta[553,1]	-0.3769	0.1839	0.009996	-0.7634	-0.3817	-0.009186	501	1550
	theta[554,1]	0.2351	0.1646	0.00859	-0.05796	0.2369	0.5799	501	1550
	theta[555,1]	-1.305	0.1818	0.01005	-1.662	-1.3	-0.9595	501	1550
	theta[556,1]	-0.6303	0.1659	0.01079	-0.9525	-0.6433	-0.3258	501	1550
	theta[557,1]	0.6202	0.1819	0.01064	0.2592	0.6296	0.9844	501	1550
	theta[558,1]	0.3571	0.1997	0.01159	-0.02877	0.3491	0.8001	501	1550
	theta[559,1]	-0.9207	0.182	0.009888	-1.264	-0.9203	-0.5604	501	1550
	theta[560,1]	0.6152	0.1812	0.01048	0.2525	0.6132	0.9766	501	1550
	theta[561,1]	-2.457	0.3477	0.01648	-3.192	-2.438	-1.759	501	1550
	theta[562,1]	-0.0827	0.1822	0.01133	-0.4304	-0.09121	0.2866	501	1550
	theta[563,1]	0.8543	0.1985	0.01342	0.4611	0.8585	1.254	501	1550
	theta[564,1]	-0.6337	0.1652	0.009549	-0.9578	-0.6238	-0.3273	501	1550
	theta[565,1]	-0.1452	0.1947	0.009214	-0.5073	-0.1419	0.2436	501	1550
	theta[566,1]	-1.539	0.2108	0.01288	-1.985	-1.524	-1.147	501	1550
	theta[567,1]	0.9107	0.1994	0.01152	0.4837	0.9031	1.306	501	1550
	theta[568,1]	-1.654	0.2287	0.01343	-2.103	-1.652	-1.25	501	1550
	theta[569,1]	-0.1682	0.1576	0.009995	-0.4658	-0.1651	0.1431	501	1550
	theta[570,1]	-0.2064	0.177	0.009475	-0.5376	-0.2088	0.1772	501	1550
	theta[571,1]	-0.1698	0.174	0.009055	-0.4988	-0.1758	0.1575	501	1550
	theta[572,1]	-0.4559	0.2193	0.01116	-0.8439	-0.4656	-0.01835	501	1550
	theta[573,1]	1.964	0.1937	0.0152	1.566	1.962	2.361	501	1550
	theta[574,1]	-1.084	0.1952	0.01082	-1.496	-1.084	-0.7098	501	1550
	theta[575,1]	0.4417	0.1936	0.01177	0.08336	0.4378	0.8488	501	1550
	theta[576,1]	-2.579	0.3834	0.01772	-3.363	-2.564	-1.862	501	1550
	theta[577,1]	0.01766	0.2126	0.01099	-0.4072	0.01288	0.4312	501	1550
	theta[578,1]	0.5809	0.2003	0.01436	0.2164	0.5817	0.9931	501	1550
	theta[579,1]	-1.282	0.2143	0.01168	-1.756	-1.265	-0.8856	501	1550
	theta[580,1]	0.6541	0.168	0.009878	0.3169	0.6534	0.9915	501	1550
	theta[581,1]	0.2425	0.1861	0.01075	-0.159	0.2551	0.5869	501	1550
	theta[582,1]	0.571	0.1901	0.01085	0.1843	0.5675	0.9734	501	1550
	theta[583,1]	-0.9954	0.2061	0.009863	-1.423	-0.9886	-0.6081	501	1550
	theta[584,1]	-0.8672	0.1707	0.01113	-1.255	-0.8662	-0.5597	501	1550
	theta[585,1]	-1.753	0.2389	0.01537	-2.248	-1.744	-1.34	501	1550
	theta[586,1]	-0.2311	0.1822	0.009956	-0.6043	-0.2332	0.1347	501	1550
	theta[587,1]	-1.343	0.1716	0.01111	-1.69	-1.336	-1.018	501	1550
	theta[588,1]	1.11	0.2008	0.01242	0.7129	1.121	1.476	501	1550
	theta[589,1]	0.1807	0.1817	0.01085	-0.1877	0.1776	0.5256	501	1550
	theta[590,1]	1.541	0.232	0.01579	1.03	1.546	2.001	501	1550
	theta[591,1]	-0.8785	0.1864	0.01092	-1.247	-0.865	-0.5335	501	1550
	theta[592,1]	1.306	0.2018	0.01179	0.9086	1.31	1.736	501	1550
	theta[593,1]	-0.5456	0.1836	0.01024	-0.9476	-0.5483	-0.2069	501	1550
	theta[594,1]	-1.36	0.226	0.01452	-1.836	-1.364	-0.9509	501	1550
	theta[595,1]	0.4952	0.2298	0.01434	0.05477	0.4907	1.007	501	1550
	theta[596,1]	-1.088	0.1758	0.01042	-1.437	-1.083	-0.7708	501	1550
	theta[597,1]	-1.135	0.1839	0.01013	-1.505	-1.13	-0.7826	501	1550
	theta[598,1]	-0.5547	0.1962	0.01091	-0.9078	-0.5678	-0.128	501	1550
	theta[599,1]	0.1864	0.2074	0.01204	-0.2394	0.1718	0.6253	501	1550
	theta[600,1]	-1.174	0.1875	0.01254	-1.55	-1.168	-0.8139	501	1550
	theta[601,1]	1.054	0.1853	0.01209	0.7212	1.042	1.433	501	1550
	theta[602,1]	-0.9751	0.1793	0.01034	-1.357	-0.9636	-0.6532	501	1550
	theta[603,1]	0.3848	0.1768	0.01069	0.04502	0.3797	0.7491	501	1550
	theta[604,1]	0.1564	0.1932	0.01146	-0.2072	0.1719	0.5015	501	1550
	theta[605,1]	-0.9387	0.1618	0.008969	-1.261	-0.9368	-0.6168	501	1550
	theta[606,1]	-0.3361	0.164	0.009994	-0.6306	-0.3297	-0.01911	501	1550
	theta[607,1]	-0.7218	0.176	0.01022	-1.056	-0.7233	-0.3463	501	1550
	theta[608,1]	0.7309	0.209	0.01149	0.3129	0.7342	1.159	501	1550
	theta[609,1]	1.429	0.1977	0.01063	1.045	1.423	1.835	501	1550
	theta[610,1]	-0.9488	0.1865	0.01139	-1.318	-0.9435	-0.5825	501	1550
	theta[611,1]	1.006	0.2144	0.01625	0.5493	1.005	1.441	501	1550
	theta[612,1]	0.03269	0.1762	0.01151	-0.3225	0.03977	0.4273	501	1550
	theta[613,1]	-1.713	0.2577	0.01598	-2.256	-1.72	-1.241	501	1550
	theta[614,1]	-0.7504	0.1797	0.01011	-1.086	-0.7526	-0.4048	501	1550
	theta[615,1]	0.2883	0.2072	0.01201	-0.1177	0.2838	0.7235	501	1550
	theta[616,1]	-0.5087	0.2125	0.01057	-0.858	-0.5234	0.02107	501	1550
	theta[617,1]	-2.167	0.2888	0.01693	-2.744	-2.162	-1.651	501	1550
	theta[618,1]	0.3499	0.194	0.01048	-0.07749	0.3454	0.7185	501	1550
	theta[619,1]	0.1508	0.2096	0.01192	-0.2565	0.1459	0.5375	501	1550
	theta[620,1]	-0.1636	0.1616	0.009243	-0.4726	-0.1657	0.1454	501	1550
	theta[621,1]	-0.5795	0.1823	0.008039	-0.9348	-0.5764	-0.2162	501	1550
	theta[622,1]	1.851	0.2028	0.0123	1.455	1.858	2.231	501	1550
	theta[623,1]	0.01704	0.2094	0.01157	-0.3975	0.02041	0.4377	501	1550
	theta[624,1]	-0.2667	0.1567	0.008231	-0.5847	-0.2663	0.06272	501	1550
	theta[625,1]	-0.7226	0.1725	0.009553	-1.063	-0.7209	-0.3857	501	1550
	theta[626,1]	-1.487	0.2659	0.01574	-2.014	-1.491	-0.941	501	1550
	theta[627,1]	-1.457	0.2066	0.0132	-1.883	-1.456	-1.057	501	1550
	theta[628,1]	-0.219	0.1648	0.01006	-0.5288	-0.2322	0.1448	501	1550
	theta[629,1]	1.303	0.1972	0.01123	0.9274	1.308	1.705	501	1550
	theta[630,1]	1.325	0.2121	0.01014	0.8675	1.341	1.738	501	1550
	theta[631,1]	1.584	0.1985	0.01531	1.216	1.571	1.982	501	1550
	theta[632,1]	1.47	0.1975	0.01264	1.115	1.465	1.886	501	1550
	theta[633,1]	-0.06163	0.2072	0.01292	-0.4617	-0.06343	0.3294	501	1550
	theta[634,1]	-1.048	0.1758	0.009772	-1.414	-1.062	-0.6632	501	1550
	theta[635,1]	-0.3969	0.1548	0.009768	-0.7028	-0.3891	-0.1171	501	1550
	theta[636,1]	-2.143	0.3586	0.02323	-2.888	-2.148	-1.49	501	1550
	theta[637,1]	-0.3807	0.1542	0.008773	-0.6663	-0.38	-0.07887	501	1550
	theta[638,1]	1.102	0.333	0.02011	0.3465	1.153	1.619	501	1550
	theta[639,1]	7.535E-4	0.1681	0.01138	-0.321	9.356E-4	0.3482	501	1550
	theta[640,1]	1.294	0.2167	0.01376	0.896	1.285	1.711	501	1550
	theta[641,1]	0.8142	0.2483	0.0146	0.2704	0.8201	1.295	501	1550
	theta[642,1]	-0.6759	0.1687	0.008176	-0.9966	-0.6836	-0.3319	501	1550
	theta[643,1]	1.421	0.2198	0.01622	1.018	1.417	1.834	501	1550
	theta[644,1]	-0.0227	0.1796	0.01084	-0.3651	-0.02759	0.3472	501	1550
	theta[645,1]	-0.6444	0.1893	0.01136	-0.9886	-0.6522	-0.2687	501	1550
	theta[646,1]	-0.1392	0.1832	0.01177	-0.5017	-0.1381	0.2101	501	1550
	theta[647,1]	-1.336	0.2285	0.01436	-1.836	-1.321	-0.9266	501	1550
	theta[648,1]	0.8613	0.2072	0.01195	0.4641	0.8541	1.281	501	1550
	theta[649,1]	0.4154	0.1673	0.008931	0.07412	0.4121	0.7586	501	1550
	theta[650,1]	-0.2803	0.1669	0.008481	-0.6409	-0.2766	0.04316	501	1550
	theta[651,1]	-0.2155	0.2086	0.01316	-0.6207	-0.2183	0.2191	501	1550
	theta[652,1]	0.8271	0.2065	0.01322	0.4495	0.8172	1.255	501	1550
	theta[653,1]	-0.6341	0.1876	0.008969	-0.9788	-0.6394	-0.258	501	1550
	theta[654,1]	-1.024	0.18	0.01046	-1.363	-1.022	-0.6881	501	1550
	theta[655,1]	0.6002	0.2204	0.01259	0.1653	0.5981	1.017	501	1550
	theta[656,1]	-0.5793	0.1914	0.00976	-0.9604	-0.5805	-0.2071	501	1550
	theta[657,1]	1.105	0.1882	0.01186	0.6918	1.103	1.459	501	1550
	theta[658,1]	-0.04654	0.1666	0.009118	-0.3744	-0.03993	0.2825	501	1550
	theta[659,1]	0.8998	0.2083	0.01144	0.4599	0.8982	1.272	501	1550
	theta[660,1]	0.3162	0.1769	0.01229	-0.008345	0.3088	0.6637	501	1550
	theta[661,1]	-2.159	0.3386	0.01919	-2.831	-2.162	-1.508	501	1550
	theta[662,1]	-1.656	0.2652	0.01624	-2.252	-1.641	-1.217	501	1550
	theta[663,1]	1.425	0.2298	0.01453	0.9092	1.44	1.826	501	1550
	theta[664,1]	0.5302	0.162	0.01045	0.2299	0.5283	0.8773	501	1550
	theta[665,1]	-0.9482	0.173	0.008899	-1.302	-0.9449	-0.6279	501	1550
	theta[666,1]	-1.255	0.2027	0.01105	-1.673	-1.26	-0.873	501	1550
	theta[667,1]	1.188	0.2284	0.01367	0.7069	1.211	1.613	501	1550
	theta[668,1]	-0.5451	0.1913	0.01203	-0.9245	-0.5524	-0.18	501	1550
	theta[669,1]	1.569	0.209	0.01471	1.137	1.565	1.968	501	1550
	theta[670,1]	1.756	0.2007	0.01083	1.352	1.765	2.193	501	1550
	theta[671,1]	-1.232	0.183	0.01053	-1.583	-1.216	-0.9069	501	1550
	theta[672,1]	-0.9051	0.2499	0.01175	-1.395	-0.9295	-0.3931	501	1550
	theta[673,1]	-1.058	0.1811	0.01099	-1.397	-1.06	-0.6939	501	1550
	theta[674,1]	0.7571	0.1902	0.0122	0.3771	0.7537	1.149	501	1550
	theta[675,1]	-1.374	0.2008	0.01265	-1.767	-1.373	-0.9941	501	1550
	theta[676,1]	-1.889	0.2563	0.01583	-2.432	-1.892	-1.419	501	1550
	theta[677,1]	1.915	0.2016	0.01162	1.527	1.905	2.3	501	1550
	theta[678,1]	1.006	0.2585	0.01535	0.4069	1.024	1.406	501	1550
	theta[679,1]	0.9072	0.2176	0.01444	0.4888	0.8973	1.331	501	1550
	theta[680,1]	-0.6573	0.1679	0.008517	-0.9727	-0.6599	-0.3253	501	1550
	theta[681,1]	-0.01081	0.1744	0.009342	-0.3683	-0.002038	0.3318	501	1550
	theta[682,1]	0.5668	0.1911	0.00976	0.1874	0.5596	0.9705	501	1550
	theta[683,1]	-1.194	0.1929	0.01125	-1.607	-1.187	-0.8414	501	1550
	theta[684,1]	-0.05841	0.1631	0.009206	-0.3573	-0.06018	0.2953	501	1550
	theta[685,1]	0.4334	0.1895	0.01182	0.08751	0.4132	0.8213	501	1550
	theta[686,1]	1.769	0.1943	0.01192	1.41	1.758	2.17	501	1550
	theta[687,1]	0.6645	0.2131	0.01099	0.2663	0.672	1.078	501	1550
	theta[688,1]	1.187	0.1873	0.0112	0.8231	1.192	1.577	501	1550
	theta[689,1]	0.0984	0.1849	0.009662	-0.2219	0.08892	0.4704	501	1550
	theta[690,1]	-0.6848	0.1689	0.01094	-1.027	-0.6665	-0.3966	501	1550
	theta[691,1]	-0.4864	0.1672	0.009997	-0.7843	-0.4914	-0.1523	501	1550
	theta[692,1]	-1.397	0.2088	0.01298	-1.839	-1.379	-1.039	501	1550
	theta[693,1]	0.6919	0.2072	0.01255	0.2933	0.6827	1.116	501	1550
	theta[694,1]	1.239	0.1828	0.01083	0.8742	1.237	1.579	501	1550
	theta[695,1]	0.09752	0.1797	0.01136	-0.2238	0.09381	0.4457	501	1550
	theta[696,1]	-1.522	0.252	0.01426	-2.095	-1.499	-1.107	501	1550
	theta[697,1]	1.045	0.1906	0.00977	0.6436	1.058	1.375	501	1550
	theta[698,1]	0.2167	0.2016	0.01309	-0.1815	0.2095	0.6188	501	1550
	theta[699,1]	-0.4778	0.1745	0.009603	-0.8065	-0.478	-0.109	501	1550
	theta[700,1]	0.7969	0.1725	0.01036	0.4333	0.8039	1.146	501	1550
	theta[701,1]	-0.5443	0.1843	0.01007	-0.9235	-0.5449	-0.1884	501	1550
	theta[702,1]	0.7363	0.2243	0.01206	0.3154	0.7335	1.187	501	1550
	theta[703,1]	-0.5076	0.1842	0.01243	-0.8778	-0.5073	-0.1413	501	1550
	theta[704,1]	0.4986	0.204	0.01329	0.09922	0.4888	0.8993	501	1550
	theta[705,1]	0.6116	0.2446	0.01355	0.1657	0.6125	1.1	501	1550
	theta[706,1]	-1.389	0.1964	0.01372	-1.781	-1.384	-0.9912	501	1550
	theta[707,1]	0.4796	0.19	0.009281	0.1209	0.4766	0.8645	501	1550
	theta[708,1]	0.03392	0.1795	0.01016	-0.3252	0.04356	0.3528	501	1550
	theta[709,1]	0.4628	0.1705	0.01171	0.1224	0.4622	0.7876	501	1550
	theta[710,1]	-1.072	0.1972	0.01188	-1.471	-1.08	-0.7024	501	1550
	theta[711,1]	-0.07343	0.1651	0.01137	-0.401	-0.08385	0.2818	501	1550
	theta[712,1]	1.217	0.1823	0.01159	0.8652	1.221	1.565	501	1550
	theta[713,1]	0.1868	0.1605	0.01114	-0.1418	0.1937	0.5047	501	1550
	theta[714,1]	0.7792	0.2031	0.01265	0.4004	0.7749	1.205	501	1550
	theta[715,1]	-0.6925	0.1888	0.01163	-1.044	-0.7053	-0.3469	501	1550
	theta[716,1]	-0.6675	0.1636	0.01036	-0.9782	-0.6654	-0.3618	501	1550
	theta[717,1]	0.1011	0.1754	0.0111	-0.2378	0.0879	0.4307	501	1550
	theta[718,1]	-1.089	0.1947	0.01037	-1.521	-1.074	-0.7276	501	1550
	theta[719,1]	-2.388	0.32	0.01969	-3.071	-2.377	-1.813	501	1550
	theta[720,1]	0.7021	0.2468	0.0118	0.2224	0.695	1.22	501	1550
	theta[721,1]	-1.207	0.2129	0.01345	-1.642	-1.215	-0.785	501	1550
	theta[722,1]	-1.437	0.2276	0.01367	-1.906	-1.427	-1.025	501	1550
	theta[723,1]	0.6259	0.1683	0.01173	0.3171	0.6198	0.9586	501	1550
	theta[724,1]	-0.1797	0.1575	0.008439	-0.4839	-0.173	0.1285	501	1550
	theta[725,1]	-0.8306	0.1852	0.01069	-1.183	-0.8345	-0.4796	501	1550
	theta[726,1]	-0.4324	0.1571	0.01013	-0.7477	-0.4294	-0.1512	501	1550
	theta[727,1]	-0.7834	0.1699	0.009811	-1.11	-0.7847	-0.4679	501	1550
	theta[728,1]	0.8751	0.1792	0.008751	0.5017	0.8856	1.242	501	1550
	theta[729,1]	0.805	0.2027	0.01068	0.4658	0.7939	1.195	501	1550
	theta[730,1]	-1.958	0.3035	0.01898	-2.56	-1.935	-1.411	501	1550
	theta[731,1]	0.3174	0.1839	0.01076	-0.05583	0.3113	0.6774	501	1550
	theta[732,1]	1.131	0.1857	0.01122	0.7645	1.127	1.508	501	1550
	theta[733,1]	0.3979	0.2248	0.01005	-0.01131	0.3756	0.9045	501	1550
	theta[734,1]	-2.287	0.3111	0.01991	-2.894	-2.272	-1.69	501	1550
	theta[735,1]	-0.303	0.1561	0.009034	-0.6167	-0.2961	-0.004172	501	1550
	theta[736,1]	1.615	0.2097	0.01253	1.238	1.6	2.055	501	1550
	theta[737,1]	0.8292	0.1777	0.01012	0.4826	0.836	1.201	501	1550
	theta[738,1]	-1.624	0.2534	0.01515	-2.107	-1.63	-1.088	501	1550
	theta[739,1]	-1.889	0.2433	0.01283	-2.415	-1.86	-1.449	501	1550
	theta[740,1]	0.5085	0.1795	0.01154	0.1716	0.5041	0.9007	501	1550
	theta[741,1]	-0.3216	0.1738	0.01001	-0.7032	-0.3051	0.02629	501	1550
	theta[742,1]	0.9071	0.1861	0.008608	0.5559	0.9087	1.281	501	1550
	theta[743,1]	0.238	0.1799	0.009891	-0.1109	0.2372	0.5623	501	1550
	theta[744,1]	0.2176	0.1902	0.009991	-0.1714	0.2266	0.5934	501	1550
	theta[745,1]	0.03562	0.215	0.01272	-0.3907	0.05193	0.4434	501	1550
	theta[746,1]	-0.1614	0.1685	0.008106	-0.5144	-0.1673	0.1486	501	1550
	theta[747,1]	-1.084	0.187	0.01109	-1.451	-1.08	-0.7262	501	1550
	theta[748,1]	2.222	0.2219	0.01267	1.802	2.219	2.652	501	1550
	theta[749,1]	-0.9791	0.1862	0.01316	-1.372	-0.9859	-0.6242	501	1550
	theta[750,1]	0.03514	0.1685	0.01182	-0.2717	0.03068	0.3796	501	1550
	theta[751,1]	-0.3627	0.1717	0.008556	-0.7413	-0.3606	-0.03431	501	1550
	theta[752,1]	1.647	0.1945	0.01384	1.259	1.643	2.031	501	1550
	theta[753,1]	0.8792	0.1892	0.01004	0.5293	0.8668	1.241	501	1550
	theta[754,1]	-0.4888	0.1868	0.01302	-0.8652	-0.4894	-0.1161	501	1550
	theta[755,1]	0.1894	0.2003	0.01072	-0.1998	0.2008	0.5572	501	1550
	theta[756,1]	0.9808	0.1803	0.01206	0.6438	0.9772	1.343	501	1550
	theta[757,1]	2.194	0.2134	0.01282	1.78	2.18	2.658	501	1550
	theta[758,1]	0.3655	0.1915	0.01042	0.02997	0.3622	0.7701	501	1550
	theta[759,1]	-0.9978	0.207	0.01318	-1.435	-0.9778	-0.6255	501	1550
	theta[760,1]	-0.7949	0.1787	0.01029	-1.129	-0.7897	-0.4341	501	1550
	theta[761,1]	1.618	0.2185	0.01413	1.188	1.614	2.043	501	1550
	theta[762,1]	-1.736	0.2957	0.02123	-2.383	-1.722	-1.208	501	1550
	theta[763,1]	3.115	0.3788	0.02313	2.437	3.106	3.95	501	1550
	theta[764,1]	0.1056	0.1752	0.01024	-0.2516	0.1063	0.4334	501	1550
	theta[765,1]	-0.3206	0.1748	0.01026	-0.6157	-0.3238	0.02958	501	1550
	theta[766,1]	0.2583	0.1733	0.0109	-0.05616	0.2525	0.5933	501	1550
	theta[767,1]	1.09	0.2115	0.01283	0.613	1.109	1.469	501	1550
	theta[768,1]	0.4899	0.1749	0.01071	0.1549	0.4836	0.8549	501	1550
	theta[769,1]	-2.061	0.3167	0.01908	-2.718	-2.038	-1.521	501	1550
	theta[770,1]	0.164	0.1659	0.009596	-0.1623	0.1635	0.4722	501	1550
	theta[771,1]	0.3816	0.1825	0.009979	0.04427	0.3881	0.7281	501	1550
	theta[772,1]	0.7512	0.1923	0.009342	0.3835	0.7477	1.131	501	1550
	theta[773,1]	-0.8986	0.1765	0.01283	-1.305	-0.8915	-0.5605	501	1550
	theta[774,1]	-2.143	0.322	0.01734	-2.831	-2.15	-1.479	501	1550
	theta[775,1]	-0.1716	0.1734	0.0114	-0.5168	-0.1588	0.1514	501	1550
	theta[776,1]	-1.055	0.1863	0.009965	-1.444	-1.043	-0.6985	501	1550
	theta[777,1]	-1.001	0.1939	0.01303	-1.403	-1.004	-0.618	501	1550
	theta[778,1]	-0.6975	0.1763	0.01133	-1.015	-0.6951	-0.3261	501	1550
	theta[779,1]	-0.5739	0.1785	0.01324	-0.9142	-0.5751	-0.2464	501	1550
	theta[780,1]	-0.06726	0.1849	0.01056	-0.4539	-0.06292	0.291	501	1550
	theta[781,1]	0.7439	0.1768	0.007315	0.3735	0.7435	1.086	501	1550
	theta[782,1]	0.9197	0.1692	0.01134	0.5784	0.918	1.242	501	1550
	theta[783,1]	-0.7036	0.1729	0.0103	-1.036	-0.7013	-0.3637	501	1550
	theta[784,1]	-0.3812	0.1866	0.01002	-0.7634	-0.3877	0.01103	501	1550
	theta[785,1]	0.3131	0.1799	0.01184	-0.05203	0.3036	0.6605	501	1550
	theta[786,1]	1.334	0.1809	0.0106	1.01	1.334	1.694	501	1550
	theta[787,1]	0.009929	0.2048	0.01149	-0.3989	0.01137	0.4553	501	1550
	theta[788,1]	-1.829	0.2268	0.01122	-2.28	-1.824	-1.42	501	1550
