		mean	sd	MC_error	val2.5pc	median	val97.5pc	start	sample
	theta[462,1]	0.3575	0.1687	0.006553	0.03259	0.3564	0.7018	10000	5001
	theta[463,1]	0.8165	0.2021	0.00742	0.4255	0.816	1.227	10000	5001
	theta[464,1]	-0.05772	0.1883	0.00742	-0.4214	-0.05853	0.3192	10000	5001
	theta[465,1]	0.8756	0.1868	0.006639	0.5149	0.8763	1.231	10000	5001
	theta[466,1]	-0.456	0.1815	0.006888	-0.811	-0.4598	-0.08483	10000	5001
	theta[467,1]	-0.4211	0.1788	0.007086	-0.7528	-0.4265	-0.05967	10000	5001
	theta[468,1]	0.3976	0.1905	0.00742	0.01646	0.3974	0.7918	10000	5001
	theta[469,1]	-1.637	0.2585	0.009762	-2.198	-1.622	-1.19	10000	5001
	theta[470,1]	0.565	0.1952	0.006818	0.1935	0.552	0.9756	10000	5001
	theta[471,1]	0.5209	0.2028	0.007395	0.1301	0.516	0.9267	10000	5001
	theta[472,1]	-0.5303	0.2134	0.006947	-0.9596	-0.5271	-0.1125	10000	5001
	theta[473,1]	-0.9074	0.1737	0.006395	-1.252	-0.9025	-0.5728	10000	5001
	theta[474,1]	-0.7296	0.1785	0.006924	-1.067	-0.7281	-0.3796	10000	5001
	theta[475,1]	1.492	0.1947	0.006936	1.087	1.501	1.857	10000	5001
	theta[476,1]	-0.6151	0.1652	0.006302	-0.9401	-0.614	-0.2942	10000	5001
	theta[477,1]	-2.438	0.3403	0.01309	-3.131	-2.423	-1.81	10000	5001
	theta[478,1]	0.768	0.2037	0.008108	0.3744	0.7703	1.16	10000	5001
	theta[479,1]	-0.5955	0.1728	0.005744	-0.9218	-0.5955	-0.244	10000	5001
	theta[480,1]	-0.2459	0.1831	0.00599	-0.6312	-0.2398	0.1149	10000	5001
	theta[481,1]	-1.006	0.1869	0.006773	-1.367	-1.005	-0.6536	10000	5001
	theta[482,1]	0.02235	0.1879	0.008235	-0.3324	0.0179	0.3939	10000	5001
	theta[483,1]	0.6845	0.1654	0.006116	0.3661	0.6808	1.018	10000	5001
	theta[484,1]	-0.4538	0.1711	0.006076	-0.7766	-0.4551	-0.09579	10000	5001
	theta[485,1]	-0.5101	0.1719	0.006365	-0.8567	-0.5039	-0.1863	10000	5001
	theta[486,1]	0.8753	0.1875	0.007038	0.5177	0.878	1.231	10000	5001
	theta[487,1]	-0.03641	0.2045	0.005994	-0.4505	-0.03702	0.3577	10000	5001
	theta[488,1]	-0.2683	0.1803	0.006795	-0.6243	-0.2678	0.06841	10000	5001
	theta[489,1]	-0.2008	0.2589	0.00924	-0.6556	-0.2294	0.3406	10000	5001
	theta[490,1]	0.9008	0.1933	0.007421	0.5512	0.8917	1.295	10000	5001
	theta[491,1]	-0.8786	0.1848	0.006592	-1.232	-0.8804	-0.5253	10000	5001
	theta[492,1]	0.8507	0.173	0.006693	0.5109	0.8478	1.204	10000	5001
	theta[493,1]	0.7851	0.1734	0.006913	0.4599	0.7827	1.127	10000	5001
	theta[494,1]	-0.4932	0.1634	0.005609	-0.8033	-0.4933	-0.1743	10000	5001
	theta[495,1]	1.048	0.1728	0.005282	0.7022	1.047	1.388	10000	5001
	theta[496,1]	0.9962	0.183	0.007875	0.6504	0.996	1.356	10000	5001
	theta[497,1]	0.5207	0.1787	0.006025	0.1807	0.5167	0.8813	10000	5001
	theta[498,1]	1.969	0.2115	0.009093	1.566	1.967	2.386	10000	5001
	theta[499,1]	-2.066	0.2791	0.009504	-2.614	-2.053	-1.557	10000	5001
	theta[500,1]	-0.8826	0.1727	0.006453	-1.218	-0.8836	-0.5523	10000	5001
	theta[501,1]	-0.8986	0.1887	0.006323	-1.267	-0.8983	-0.5277	10000	5001
	theta[502,1]	0.34	0.2253	0.008843	-0.04419	0.3176	0.8652	10000	5001
	theta[503,1]	1.589	0.2159	0.008256	1.157	1.595	2.012	10000	5001
	theta[504,1]	1.634	0.1971	0.008613	1.265	1.628	2.033	10000	5001
	theta[505,1]	0.4626	0.1661	0.005653	0.1265	0.4641	0.7871	10000	5001
	theta[506,1]	0.9463	0.1898	0.006917	0.5872	0.9418	1.317	10000	5001
	theta[507,1]	0.01464	0.1822	0.006637	-0.3376	0.01939	0.3791	10000	5001
	theta[508,1]	0.7993	0.1916	0.006808	0.4455	0.7948	1.188	10000	5001
	theta[509,1]	0.2881	0.2278	0.00797	-0.1861	0.295	0.7397	10000	5001
	theta[510,1]	-0.8638	0.1897	0.007022	-1.226	-0.8638	-0.4935	10000	5001
	theta[511,1]	-0.1612	0.1568	0.006413	-0.4845	-0.1583	0.1276	10000	5001
	theta[512,1]	0.3089	0.1853	0.007438	-0.04924	0.3074	0.6797	10000	5001
	theta[513,1]	1.413	0.1986	0.008526	1.024	1.415	1.81	10000	5001
	theta[514,1]	-1.051	0.1939	0.007204	-1.438	-1.043	-0.6847	10000	5001
	theta[515,1]	-1.881	0.253	0.00824	-2.405	-1.868	-1.412	10000	5001
	theta[516,1]	0.8084	0.1826	0.006497	0.4579	0.7975	1.174	10000	5001
	theta[517,1]	-0.9938	0.1784	0.006175	-1.341	-0.9935	-0.6454	10000	5001
	theta[518,1]	0.1555	0.1858	0.006566	-0.2228	0.1593	0.5174	10000	5001
	theta[519,1]	0.8152	0.1728	0.006681	0.4776	0.8146	1.147	10000	5001
	theta[520,1]	-0.6241	0.1707	0.006323	-0.9546	-0.6271	-0.2815	10000	5001
	theta[521,1]	-0.3019	0.1726	0.006087	-0.637	-0.3065	0.03911	10000	5001
	theta[522,1]	1.362	0.1937	0.007362	0.9961	1.362	1.74	10000	5001
	theta[523,1]	0.3654	0.1874	0.007048	-0.01773	0.3734	0.7245	10000	5001
	theta[524,1]	0.6578	0.1955	0.006762	0.2823	0.655	1.043	10000	5001
	theta[525,1]	-0.1316	0.169	0.005455	-0.461	-0.1276	0.1982	10000	5001
	theta[526,1]	-0.9987	0.2066	0.007026	-1.422	-0.9889	-0.6255	10000	5001
	theta[527,1]	-1.667	0.2472	0.008299	-2.167	-1.656	-1.215	10000	5001
	theta[528,1]	-0.1727	0.1626	0.005721	-0.4857	-0.1709	0.1405	10000	5001
	theta[529,1]	1.905	0.208	0.009068	1.519	1.892	2.337	10000	5001
	theta[530,1]	-0.03811	0.2173	0.008169	-0.4569	-0.04641	0.3995	10000	5001
	theta[531,1]	0.3904	0.1932	0.005909	0.04108	0.3793	0.7759	10000	5001
	theta[532,1]	0.3008	0.1876	0.00641	-0.07276	0.3039	0.6732	10000	5001
	theta[533,1]	-0.2337	0.1667	0.005856	-0.5712	-0.2369	0.0888	10000	5001
	theta[534,1]	-1.326	0.2213	0.008051	-1.807	-1.315	-0.9283	10000	5001
	theta[535,1]	2.686	0.289	0.01151	2.143	2.673	3.3	10000	5001
	theta[536,1]	-0.3591	0.1637	0.006709	-0.6826	-0.3569	-0.05206	10000	5001
	theta[537,1]	-0.27	0.188	0.006431	-0.6418	-0.2697	0.09504	10000	5001
	theta[538,1]	-1.869	0.2768	0.01018	-2.432	-1.852	-1.369	10000	5001
	theta[539,1]	-0.1683	0.1753	0.007264	-0.5365	-0.1638	0.1588	10000	5001
	theta[540,1]	-0.2676	0.1889	0.007201	-0.6322	-0.257	0.07509	10000	5001
	theta[541,1]	-0.306	0.161	0.005784	-0.6271	-0.3056	0.01217	10000	5001
	theta[542,1]	-1.829	0.2847	0.009933	-2.421	-1.83	-1.252	10000	5001
	theta[543,1]	1.36	0.2161	0.008323	0.9114	1.36	1.781	10000	5001
	theta[544,1]	1.625	0.2073	0.008469	1.239	1.633	2.014	10000	5001
	theta[545,1]	0.7767	0.1833	0.006839	0.4332	0.7694	1.138	10000	5001
	theta[546,1]	-0.9692	0.1923	0.006657	-1.345	-0.9707	-0.5943	10000	5001
	theta[547,1]	1.092	0.2019	0.007467	0.7166	1.096	1.484	10000	5001
	theta[548,1]	-0.005562	0.1771	0.006345	-0.3493	-0.01623	0.3625	10000	5001
	theta[549,1]	-0.3705	0.1758	0.005887	-0.7141	-0.3721	-0.0207	10000	5001
	theta[550,1]	1.328	0.1974	0.008179	0.9482	1.331	1.728	10000	5001
	theta[551,1]	-1.555	0.2313	0.008327	-2.015	-1.547	-1.106	10000	5001
	theta[552,1]	-0.6327	0.1857	0.007713	-0.9818	-0.6325	-0.2601	10000	5001
	theta[553,1]	-0.3867	0.1711	0.005569	-0.7213	-0.3892	-0.04068	10000	5001
	theta[554,1]	0.2558	0.1667	0.005635	-0.07251	0.2476	0.587	10000	5001
	theta[555,1]	-1.314	0.1956	0.00572	-1.705	-1.307	-0.9343	10000	5001
	theta[556,1]	-0.6364	0.1746	0.006854	-0.984	-0.6371	-0.3038	10000	5001
	theta[557,1]	0.6334	0.1855	0.0067	0.2648	0.6331	0.9871	10000	5001
	theta[558,1]	0.3799	0.2101	0.007953	-0.005142	0.3665	0.8462	10000	5001
	theta[559,1]	-0.9039	0.1836	0.006483	-1.253	-0.9043	-0.5367	10000	5001
	theta[560,1]	0.6485	0.197	0.00677	0.2772	0.6448	1.044	10000	5001
	theta[561,1]	-2.439	0.3321	0.01204	-3.121	-2.418	-1.83	10000	5001
	theta[562,1]	-0.0772	0.1921	0.005931	-0.4453	-0.08657	0.3	10000	5001
	theta[563,1]	0.8805	0.1957	0.007561	0.4676	0.885	1.251	10000	5001
	theta[564,1]	-0.6484	0.1709	0.005933	-0.9931	-0.6478	-0.3254	10000	5001
	theta[565,1]	-0.1444	0.2001	0.007506	-0.5196	-0.1519	0.279	10000	5001
	theta[566,1]	-1.548	0.2199	0.008316	-2.01	-1.538	-1.148	10000	5001
	theta[567,1]	0.9391	0.2089	0.007949	0.5278	0.9338	1.34	10000	5001
	theta[568,1]	-1.638	0.2247	0.009527	-2.118	-1.624	-1.237	10000	5001
	theta[569,1]	-0.1764	0.1675	0.00638	-0.4933	-0.1778	0.1519	10000	5001
	theta[570,1]	-0.2028	0.1921	0.006562	-0.5645	-0.2039	0.1834	10000	5001
	theta[571,1]	-0.1514	0.1771	0.005821	-0.5181	-0.1464	0.1863	10000	5001
	theta[572,1]	-0.4374	0.2192	0.00714	-0.8337	-0.4506	0.0473	10000	5001
	theta[573,1]	2.008	0.2175	0.009722	1.583	2.007	2.441	10000	5001
	theta[574,1]	-1.086	0.1949	0.006757	-1.488	-1.08	-0.7393	10000	5001
	theta[575,1]	0.4729	0.1936	0.006898	0.05635	0.473	0.8697	10000	5001
	theta[576,1]	-2.563	0.3556	0.01251	-3.294	-2.536	-1.891	10000	5001
	theta[577,1]	0.01557	0.2185	0.007412	-0.4067	0.01991	0.433	10000	5001
	theta[578,1]	0.5928	0.2014	0.006672	0.2094	0.5887	0.989	10000	5001
	theta[579,1]	-1.263	0.2192	0.006766	-1.71	-1.245	-0.8665	10000	5001
	theta[580,1]	0.6694	0.168	0.006635	0.3576	0.6688	0.9979	10000	5001
	theta[581,1]	0.2622	0.1904	0.006619	-0.1154	0.2668	0.6267	10000	5001
	theta[582,1]	0.5965	0.1908	0.007386	0.2249	0.5947	0.9782	10000	5001
	theta[583,1]	-0.9941	0.2064	0.008553	-1.461	-0.9775	-0.6419	10000	5001
	theta[584,1]	-0.8653	0.1608	0.005851	-1.188	-0.8601	-0.562	10000	5001
	theta[585,1]	-1.764	0.237	0.008348	-2.279	-1.754	-1.338	10000	5001
	theta[586,1]	-0.2451	0.1921	0.007131	-0.6364	-0.2396	0.1258	10000	5001
	theta[587,1]	-1.362	0.1953	0.006428	-1.743	-1.36	-0.971	10000	5001
	theta[588,1]	1.118	0.2047	0.006682	0.7063	1.125	1.519	10000	5001
	theta[589,1]	0.1941	0.1873	0.00775	-0.1798	0.1967	0.5604	10000	5001
	theta[590,1]	1.572	0.2245	0.009022	1.137	1.56	2.005	10000	5001
	theta[591,1]	-0.8712	0.1808	0.006705	-1.212	-0.8671	-0.5136	10000	5001
	theta[592,1]	1.336	0.21	0.008679	0.9336	1.343	1.728	10000	5001
	theta[593,1]	-0.5304	0.1903	0.008074	-0.9173	-0.5263	-0.1693	10000	5001
	theta[594,1]	-1.363	0.2401	0.008372	-1.886	-1.352	-0.9323	10000	5001
	theta[595,1]	0.5276	0.2142	0.007553	0.1246	0.5217	0.9493	10000	5001
	theta[596,1]	-1.091	0.1886	0.006224	-1.47	-1.087	-0.737	10000	5001
	theta[597,1]	-1.131	0.1807	0.006535	-1.519	-1.115	-0.8081	10000	5001
	theta[598,1]	-0.5393	0.1839	0.007506	-0.8924	-0.5398	-0.1846	10000	5001
	theta[599,1]	0.1893	0.2036	0.007602	-0.1824	0.1814	0.6402	10000	5001
	theta[600,1]	-1.166	0.1904	0.006563	-1.56	-1.166	-0.7975	10000	5001
	theta[601,1]	1.062	0.2011	0.00833	0.6776	1.055	1.472	10000	5001
	theta[602,1]	-0.9493	0.1785	0.006191	-1.301	-0.9436	-0.6033	10000	5001
	theta[603,1]	0.4099	0.1864	0.007094	0.0631	0.4015	0.7976	10000	5001
	theta[604,1]	0.1575	0.1939	0.006922	-0.2409	0.1621	0.5285	10000	5001
	theta[605,1]	-0.9316	0.1834	0.006242	-1.294	-0.9322	-0.5755	10000	5001
	theta[606,1]	-0.336	0.1675	0.006323	-0.6693	-0.3356	-0.01209	10000	5001
	theta[607,1]	-0.7253	0.1808	0.007653	-1.073	-0.7247	-0.3888	10000	5001
	theta[608,1]	0.733	0.2158	0.007993	0.331	0.7257	1.178	10000	5001
	theta[609,1]	1.463	0.2021	0.008644	1.061	1.466	1.855	10000	5001
	theta[610,1]	-0.9264	0.1899	0.006368	-1.308	-0.9186	-0.5713	10000	5001
	theta[611,1]	1.024	0.1962	0.006636	0.6369	1.024	1.411	10000	5001
	theta[612,1]	0.05547	0.1744	0.00687	-0.2788	0.05053	0.4056	10000	5001
	theta[613,1]	-1.698	0.2348	0.008831	-2.181	-1.688	-1.277	10000	5001
	theta[614,1]	-0.7271	0.1753	0.006503	-1.091	-0.7282	-0.3915	10000	5001
	theta[615,1]	0.2946	0.2117	0.006605	-0.1218	0.2969	0.7054	10000	5001
	theta[616,1]	-0.5175	0.2191	0.008105	-0.8837	-0.5391	0.002417	10000	5001
	theta[617,1]	-2.118	0.2903	0.01075	-2.715	-2.108	-1.58	10000	5001
	theta[618,1]	0.3472	0.1934	0.006908	-0.05844	0.3565	0.715	10000	5001
	theta[619,1]	0.1614	0.205	0.006714	-0.2938	0.1832	0.531	10000	5001
	theta[620,1]	-0.1443	0.1669	0.005961	-0.4732	-0.1424	0.1833	10000	5001
	theta[621,1]	-0.5976	0.1868	0.006628	-0.9722	-0.6002	-0.2373	10000	5001
	theta[622,1]	1.878	0.2145	0.009092	1.455	1.878	2.299	10000	5001
	theta[623,1]	0.03278	0.2121	0.007439	-0.3975	0.02982	0.4382	10000	5001
	theta[624,1]	-0.2642	0.1692	0.006188	-0.6045	-0.2599	0.05512	10000	5001
	theta[625,1]	-0.7192	0.1688	0.006337	-1.061	-0.7197	-0.3896	10000	5001
	theta[626,1]	-1.521	0.2711	0.008034	-2.099	-1.501	-1.02	10000	5001
	theta[627,1]	-1.462	0.1989	0.006785	-1.87	-1.452	-1.095	10000	5001
	theta[628,1]	-0.2041	0.158	0.00557	-0.51	-0.2084	0.11	10000	5001
	theta[629,1]	1.314	0.1878	0.008035	0.9348	1.316	1.67	10000	5001
	theta[630,1]	1.326	0.2193	0.008114	0.8867	1.328	1.743	10000	5001
	theta[631,1]	1.607	0.201	0.008274	1.212	1.604	2.017	10000	5001
	theta[632,1]	1.499	0.1981	0.008124	1.114	1.503	1.863	10000	5001
	theta[633,1]	-0.05125	0.2111	0.007392	-0.4478	-0.05342	0.3617	10000	5001
	theta[634,1]	-1.026	0.1837	0.007086	-1.396	-1.02	-0.6842	10000	5001
	theta[635,1]	-0.394	0.1701	0.006056	-0.7254	-0.3948	-0.07179	10000	5001
	theta[636,1]	-2.2	0.3625	0.01173	-2.931	-2.191	-1.526	10000	5001
	theta[637,1]	-0.3612	0.1622	0.005988	-0.6857	-0.3586	-0.04141	10000	5001
	theta[638,1]	1.124	0.3263	0.01066	0.3627	1.178	1.646	10000	5001
	theta[639,1]	0.004488	0.1798	0.006142	-0.3579	0.004149	0.3631	10000	5001
	theta[640,1]	1.291	0.2185	0.008514	0.8919	1.282	1.716	10000	5001
	theta[641,1]	0.8291	0.2464	0.008645	0.3171	0.8448	1.264	10000	5001
	theta[642,1]	-0.6705	0.1715	0.00574	-1.005	-0.6773	-0.3369	10000	5001
	theta[643,1]	1.455	0.1942	0.008936	1.074	1.457	1.839	10000	5001
	theta[644,1]	-0.003638	0.1875	0.006476	-0.3776	-0.001372	0.3561	10000	5001
	theta[645,1]	-0.6439	0.1812	0.006061	-0.9865	-0.6434	-0.2833	10000	5001
	theta[646,1]	-0.1384	0.1873	0.007113	-0.5016	-0.144	0.2381	10000	5001
	theta[647,1]	-1.37	0.2532	0.009016	-1.89	-1.371	-0.9006	10000	5001
	theta[648,1]	0.8764	0.2072	0.008017	0.4843	0.8766	1.306	10000	5001
	theta[649,1]	0.4384	0.172	0.006794	0.1214	0.433	0.7864	10000	5001
	theta[650,1]	-0.2714	0.1842	0.007704	-0.6541	-0.2671	0.06915	10000	5001
	theta[651,1]	-0.2131	0.1988	0.006727	-0.5896	-0.2117	0.187	10000	5001
	theta[652,1]	0.8347	0.1995	0.007374	0.4431	0.8304	1.24	10000	5001
	theta[653,1]	-0.6334	0.1901	0.006371	-1.0	-0.6398	-0.2605	10000	5001
	theta[654,1]	-1.022	0.1803	0.00661	-1.378	-1.017	-0.6728	10000	5001
	theta[655,1]	0.6234	0.2216	0.008332	0.199	0.6321	1.041	10000	5001
	theta[656,1]	-0.5749	0.1908	0.006671	-0.9252	-0.5757	-0.2027	10000	5001
	theta[657,1]	1.137	0.1893	0.008088	0.7889	1.128	1.528	10000	5001
	theta[658,1]	-0.02767	0.1794	0.005776	-0.377	-0.02961	0.3284	10000	5001
	theta[659,1]	0.9223	0.2129	0.008187	0.519	0.9148	1.342	10000	5001
	theta[660,1]	0.3237	0.1759	0.007087	-0.03866	0.3251	0.6568	10000	5001
	theta[661,1]	-2.187	0.3259	0.01083	-2.853	-2.166	-1.559	10000	5001
	theta[662,1]	-1.683	0.2758	0.009971	-2.281	-1.664	-1.21	10000	5001
	theta[663,1]	1.482	0.2174	0.007819	1.022	1.49	1.87	10000	5001
	theta[664,1]	0.5242	0.1742	0.00648	0.1602	0.5209	0.8634	10000	5001
	theta[665,1]	-0.9638	0.1744	0.00642	-1.324	-0.9613	-0.6342	10000	5001
	theta[666,1]	-1.27	0.2113	0.006935	-1.711	-1.264	-0.8695	10000	5001
	theta[667,1]	1.211	0.2229	0.007663	0.7334	1.225	1.611	10000	5001
	theta[668,1]	-0.5005	0.1889	0.006489	-0.8568	-0.5052	-0.1299	10000	5001
	theta[669,1]	1.594	0.2077	0.007219	1.189	1.595	2.004	10000	5001
	theta[670,1]	1.782	0.197	0.008788	1.39	1.778	2.158	10000	5001
	theta[671,1]	-1.237	0.1975	0.007151	-1.657	-1.223	-0.8928	10000	5001
	theta[672,1]	-0.9078	0.2497	0.009511	-1.348	-0.9274	-0.3575	10000	5001
	theta[673,1]	-1.075	0.1839	0.006726	-1.438	-1.075	-0.7221	10000	5001
	theta[674,1]	0.7885	0.1958	0.007712	0.4306	0.7805	1.202	10000	5001
	theta[675,1]	-1.366	0.1997	0.007239	-1.787	-1.357	-0.9933	10000	5001
	theta[676,1]	-1.84	0.2681	0.009344	-2.415	-1.836	-1.342	10000	5001
	theta[677,1]	1.965	0.218	0.01094	1.547	1.951	2.411	10000	5001
	theta[678,1]	1.055	0.2202	0.008482	0.5559	1.073	1.435	10000	5001
	theta[679,1]	0.9222	0.2104	0.006918	0.5089	0.9199	1.342	10000	5001
	theta[680,1]	-0.6555	0.1699	0.006006	-0.9777	-0.6566	-0.317	10000	5001
	theta[681,1]	-0.004033	0.1602	0.005571	-0.3206	-0.009639	0.307	10000	5001
	theta[682,1]	0.5948	0.2153	0.00641	0.192	0.5901	1.02	10000	5001
	theta[683,1]	-1.196	0.1996	0.006156	-1.604	-1.192	-0.827	10000	5001
	theta[684,1]	-0.04798	0.1601	0.00528	-0.3726	-0.04421	0.2645	10000	5001
	theta[685,1]	0.4341	0.1793	0.007249	0.08497	0.4339	0.7902	10000	5001
	theta[686,1]	1.828	0.2068	0.009412	1.445	1.823	2.269	10000	5001
	theta[687,1]	0.6669	0.2176	0.007145	0.2581	0.6621	1.083	10000	5001
	theta[688,1]	1.205	0.1871	0.007003	0.8428	1.209	1.558	10000	5001
	theta[689,1]	0.09147	0.1758	0.00644	-0.2332	0.0908	0.4543	10000	5001
	theta[690,1]	-0.673	0.1713	0.006145	-1.016	-0.6722	-0.3364	10000	5001
	theta[691,1]	-0.4815	0.1816	0.007112	-0.833	-0.4861	-0.1289	10000	5001
	theta[692,1]	-1.399	0.201	0.007881	-1.802	-1.394	-1.007	10000	5001
	theta[693,1]	0.7029	0.2011	0.006198	0.2981	0.7026	1.092	10000	5001
	theta[694,1]	1.262	0.1889	0.007564	0.9068	1.259	1.636	10000	5001
	theta[695,1]	0.1036	0.1936	0.007008	-0.2666	0.1059	0.4918	10000	5001
	theta[696,1]	-1.548	0.2612	0.008837	-2.117	-1.531	-1.073	10000	5001
	theta[697,1]	1.053	0.2032	0.006872	0.6559	1.054	1.445	10000	5001
	theta[698,1]	0.2189	0.1838	0.00635	-0.1339	0.2163	0.5864	10000	5001
	theta[699,1]	-0.4782	0.1713	0.006438	-0.8224	-0.4827	-0.1499	10000	5001
	theta[700,1]	0.814	0.1892	0.006655	0.4729	0.8093	1.19	10000	5001
	theta[701,1]	-0.5383	0.1864	0.005887	-0.8898	-0.5404	-0.1694	10000	5001
	theta[702,1]	0.741	0.2311	0.007543	0.2978	0.7306	1.205	10000	5001
	theta[703,1]	-0.5116	0.1751	0.006466	-0.8451	-0.5183	-0.1654	10000	5001
	theta[704,1]	0.5032	0.2025	0.006263	0.1148	0.5041	0.9146	10000	5001
	theta[705,1]	0.6037	0.2434	0.008941	0.1586	0.5916	1.109	10000	5001
	theta[706,1]	-1.396	0.2052	0.006689	-1.811	-1.389	-1.024	10000	5001
	theta[707,1]	0.4764	0.1898	0.006698	0.1021	0.4771	0.864	10000	5001
	theta[708,1]	0.06	0.1846	0.006587	-0.3194	0.06409	0.3958	10000	5001
	theta[709,1]	0.4667	0.1769	0.006809	0.12	0.4643	0.8044	10000	5001
	theta[710,1]	-1.073	0.2065	0.008122	-1.51	-1.061	-0.7158	10000	5001
	theta[711,1]	-0.05332	0.1593	0.00704	-0.3562	-0.04843	0.2578	10000	5001
	theta[712,1]	1.232	0.1791	0.007443	0.8828	1.225	1.589	10000	5001
	theta[713,1]	0.2018	0.1619	0.005981	-0.1136	0.1992	0.5156	10000	5001
	theta[714,1]	0.7967	0.1925	0.006786	0.4351	0.7975	1.171	10000	5001
	theta[715,1]	-0.669	0.1906	0.006146	-1.029	-0.6691	-0.2875	10000	5001
	theta[716,1]	-0.658	0.1616	0.005864	-0.9867	-0.6598	-0.3552	10000	5001
	theta[717,1]	0.1177	0.1801	0.00695	-0.23	0.1127	0.4707	10000	5001
	theta[718,1]	-1.075	0.1824	0.007013	-1.445	-1.072	-0.7444	10000	5001
	theta[719,1]	-2.353	0.3042	0.013	-2.972	-2.332	-1.771	10000	5001
	theta[720,1]	0.7189	0.2584	0.008223	0.2326	0.7189	1.232	10000	5001
	theta[721,1]	-1.218	0.1933	0.006797	-1.611	-1.213	-0.8447	10000	5001
	theta[722,1]	-1.45	0.2149	0.007323	-1.894	-1.44	-1.058	10000	5001
	theta[723,1]	0.632	0.1738	0.006468	0.2947	0.626	0.9794	10000	5001
	theta[724,1]	-0.1669	0.1677	0.006753	-0.4951	-0.1673	0.1676	10000	5001
	theta[725,1]	-0.8196	0.1734	0.006429	-1.155	-0.82	-0.4795	10000	5001
	theta[726,1]	-0.4278	0.1748	0.006154	-0.7586	-0.4309	-0.08633	10000	5001
	theta[727,1]	-0.7815	0.178	0.006026	-1.153	-0.7759	-0.4439	10000	5001
	theta[728,1]	0.8896	0.1698	0.006088	0.5548	0.8872	1.244	10000	5001
	theta[729,1]	0.8394	0.2077	0.007122	0.4553	0.8326	1.262	10000	5001
	theta[730,1]	-1.964	0.3024	0.01009	-2.572	-1.961	-1.386	10000	5001
	theta[731,1]	0.315	0.1738	0.005857	-0.02779	0.316	0.6737	10000	5001
	theta[732,1]	1.131	0.1938	0.007018	0.7436	1.133	1.507	10000	5001
	theta[733,1]	0.4227	0.2357	0.008997	-0.01195	0.4132	0.9334	10000	5001
	theta[734,1]	-2.296	0.3241	0.01089	-2.959	-2.277	-1.692	10000	5001
	theta[735,1]	-0.3074	0.1586	0.005835	-0.6197	-0.3086	0.01189	10000	5001
	theta[736,1]	1.654	0.2199	0.008933	1.219	1.655	2.097	10000	5001
	theta[737,1]	0.8407	0.1907	0.006878	0.4556	0.8403	1.212	10000	5001
	theta[738,1]	-1.633	0.2341	0.007275	-2.105	-1.631	-1.198	10000	5001
	theta[739,1]	-1.883	0.2481	0.008933	-2.387	-1.877	-1.408	10000	5001
	theta[740,1]	0.52	0.1788	0.007	0.1638	0.5173	0.8885	10000	5001
	theta[741,1]	-0.3127	0.1745	0.006428	-0.661	-0.3087	0.02424	10000	5001
	theta[742,1]	0.9052	0.1978	0.007173	0.5179	0.9053	1.295	10000	5001
	theta[743,1]	0.2516	0.1939	0.00703	-0.1295	0.2566	0.6287	10000	5001
	theta[744,1]	0.2418	0.1785	0.006658	-0.09835	0.2373	0.6193	10000	5001
	theta[745,1]	0.05612	0.2101	0.007291	-0.3831	0.06958	0.4335	10000	5001
	theta[746,1]	-0.1446	0.1684	0.006109	-0.4797	-0.143	0.1812	10000	5001
	theta[747,1]	-1.059	0.1869	0.005764	-1.428	-1.057	-0.7027	10000	5001
	theta[748,1]	2.241	0.2312	0.00937	1.83	2.224	2.711	10000	5001
	theta[749,1]	-0.9642	0.1868	0.006585	-1.358	-0.9526	-0.617	10000	5001
	theta[750,1]	0.05065	0.1635	0.005937	-0.2651	0.04775	0.3788	10000	5001
	theta[751,1]	-0.3469	0.1853	0.007277	-0.689	-0.352	0.0398	10000	5001
	theta[752,1]	1.68	0.2025	0.008139	1.295	1.676	2.103	10000	5001
	theta[753,1]	0.9112	0.1809	0.007067	0.5567	0.9158	1.258	10000	5001
	theta[754,1]	-0.4854	0.1692	0.006444	-0.8095	-0.4827	-0.153	10000	5001
	theta[755,1]	0.2028	0.2169	0.007894	-0.2205	0.211	0.6217	10000	5001
	theta[756,1]	1.008	0.1818	0.008042	0.6647	1.007	1.371	10000	5001
	theta[757,1]	2.236	0.2386	0.01015	1.793	2.227	2.723	10000	5001
	theta[758,1]	0.3752	0.1956	0.007484	-0.01906	0.3693	0.7531	10000	5001
	theta[759,1]	-0.9928	0.1991	0.007157	-1.405	-0.9901	-0.6056	10000	5001
	theta[760,1]	-0.7902	0.1835	0.006244	-1.158	-0.7796	-0.4521	10000	5001
	theta[761,1]	1.647	0.2094	0.008848	1.232	1.651	2.036	10000	5001
	theta[762,1]	-1.75	0.2691	0.01081	-2.301	-1.742	-1.264	10000	5001
	theta[763,1]	3.136	0.3674	0.01249	2.473	3.109	3.921	10000	5001
	theta[764,1]	0.1176	0.1958	0.006562	-0.2612	0.1178	0.4935	10000	5001
	theta[765,1]	-0.3214	0.1738	0.006171	-0.6537	-0.3233	0.02479	10000	5001
	theta[766,1]	0.2811	0.1693	0.005899	-0.03307	0.2771	0.6199	10000	5001
	theta[767,1]	1.074	0.2133	0.007538	0.6367	1.089	1.477	10000	5001
	theta[768,1]	0.4993	0.1768	0.006409	0.1699	0.4971	0.8585	10000	5001
	theta[769,1]	-2.072	0.2921	0.01138	-2.677	-2.053	-1.531	10000	5001
